fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5441098410066227,0.9545824458915868,-1.3974581810170352,-0.4534442114482305,-0.2488211775326752,-0.4615991960765281,-0.3742477390951391,0.5518779960838496,1.3155956057083384,-0.572218526361118,-0.9738400999278568,5
-0.3113653981945393,1.9581516394069536,-1.3974581810170352,0.0436809191989088,0.2179208538887591,0.8748656037256928,0.6281769368906026,0.0088844157687321,-0.7164666465066786,0.1352759837216983,-0.5821016633238523,5
-0.3113653981945393,1.2891055103967095,-1.1916910996575814,-0.1693727082212938,0.0906275725920042,-0.0797521104187507,0.2332823675628861,0.1174831318317435,-0.3231642751102258,-0.0415976437990059,-0.5821016633238523,5
1.6669623657081722,-1.387079005644268,1.4832809580153197,-0.4534442114482305,-0.2700367244154676,0.1111714324101379,0.4155413995602937,0.660476712146861,-0.9786682274376493,-0.4543027746806491,-0.5821016633238523,6
-0.5441098410066227,0.9545824458915868,-1.3974581810170352,-0.4534442114482305,-0.2488211775326752,-0.4615991960765281,-0.3742477390951391,0.5518779960838496,1.3155956057083384,-0.572218526361118,-0.9738400999278568,5
-0.5441098410066227,0.7315670695548392,-1.3974581810170352,-0.5244620872549646,-0.2700367244154676,-0.2706756532476394,-0.1919887070977315,0.5518779960838496,1.3155956057083384,-0.572218526361118,-0.9738400999278568,5
-0.2531792874915181,0.3970440050497167,-1.0888075589778543,-0.666497838868433,-0.3973300057122222,-0.0797521104187507,0.3851648942273925,-0.208313016357351,-0.0609626941792552,-1.1617972847634652,-0.9738400999278568,5
-0.602295951709644,0.6758132254706521,-1.3974581810170352,-0.9505693420953696,-0.4821921932433922,-0.0797521104187507,-0.7691423084228555,-1.1857014609245142,0.5289908629154298,-1.1028394089232307,-0.3862324450218509,7
-0.3113653981945393,0.2855363168813425,-1.2945746403373082,-0.3824263356414963,-0.3124678181810526,-0.6525227389054168,-0.8602718244215593,0.0088844157687321,0.3323396772172005,-0.513260650520884,-0.8759054907768561,7
-0.485923730303602,-0.1604944357921535,0.4544455512180497,2.5293065724346047,-0.3548989119466376,0.1111714324101379,1.6913546235421468,0.5518779960838496,0.2667892819844593,0.8427704938045147,0.1034406007331542,5
-0.9514126159277696,0.2855363168813425,-0.9859240182981274,-0.5244620872549646,0.1967053070059666,-0.0797521104187507,0.5674239262248001,-0.4798098065148796,-0.1920634846447405,-0.6901342780415876,-1.16970931822986,5
-0.485923730303602,-0.1604944357921535,0.4544455512180497,2.5293065724346047,-0.3548989119466376,0.1111714324101379,1.6913546235421468,0.5518779960838496,0.2667892819844593,0.8427704938045147,0.1034406007331542,5
-1.5914598336610002,0.4806747711759973,-1.3974581810170352,-0.666497838868433,0.0269809319436267,0.0157096609956936,0.3851648942273925,-1.3485995350190916,1.7744483723375382,-0.8080500297220571,-0.4841670541728515,5
-0.3113653981945393,0.4527978491339038,0.0943531588390053,-0.666497838868433,0.5573696040134385,-0.6525227389054168,-0.5261302657596454,0.3346805639577664,-0.3231642751102258,5.323569057662352,-1.2676439273808604,5
0.3286818195386913,0.5085516932180909,-0.4715063148994928,0.8958954288797187,1.872733510746571,3.45233343191569,2.997544352856901,0.9862728603359556,-0.9786682274376493,1.314433500526392,-1.16970931822986,5
0.3286818195386913,0.5085516932180909,-0.4200645445596292,0.966913304686453,1.7454402294498166,3.3568716605012456,3.088673868855605,0.9862728603359556,-0.913117832204908,1.6092228797275658,-1.16970931822986,5
0.0959373767266073,-1.387079005644268,1.4832809580153197,-0.5244620872549646,0.0906275725920042,1.829483317870136,1.721731128875048,0.0631837738002378,-0.0609626941792552,0.547981114603341,0.1034406007331542,7
-0.1368070660854766,0.1740286287129689,0.0429113884991421,-0.5954799630616988,5.946118512242723,0.0157096609956936,0.2940353782286887,0.0088844157687321,-1.3064202036013637,3.672748534135781,-1.0717747090788574,5
-0.5441098410066227,0.3412901609655296,-0.9859240182981274,1.3220026837201242,-0.0366657087047506,-0.93890805314875,-0.5261302657596454,0.3346805639577664,0.4634404676826857,-0.9259657814025266,-1.3655785365318611,4
-0.2531792874915181,-1.1640636293075202,1.226072106316002,-0.5244620872549646,5.373298746407328,0.1111714324101379,0.2940353782286887,0.0631837738002378,-1.7652729702305607,2.4935910173310867,-1.16970931822986,6
0.3286818195386913,-1.7216020701493908,1.0717467952964117,-0.5244620872549646,-0.2276056306498827,1.25671268938347,0.4155413995602937,0.0088844157687321,0.5289908629154298,-0.7490921538818223,-0.9738400999278568,6
